,UserID,Game,Hours,Ratings
165482,94195027,Call of Duty Black Ops II - Zombies,3.7,1
165484,94195027,Half-Life 2 Deathmatch,3.3,1
165486,94195027,Day of Defeat Source,3.0,1
165488,94195027,Marvel Heroes 2015,2.3,1
165490,94195027,Team Fortress 2,1.5,1
165492,94195027,Half-Life 2 Lost Coast,1.0,1
165498,219339286,Dota 2,2.0,1
165500,204381357,Counter-Strike Nexon Zombies,31.0,2
165502,211180419,Dota 2,6.1,1
165504,306839937,Secret Files Tunguska,7.9,1
165506,167741133,Dota 2,1.4,1
165508,95545167,Terraria,189.0,3
165510,78690485,Dota 2,0.3,1
165513,208251718,Dota 2,3.7,1
165518,80522069,Portal 2,64.0,2
165525,114758044,Dota 2,9.0,1
165527,214010366,Dota 2,0.4,1
165529,183619588,Dota 2,42.0,2
165531,86016715,Robocraft,63.0,2
165533,86016715,Unturned,32.0,2
165535,86016715,Team Fortress 2,13.3,1
165537,86016715,PlanetSide 2,5.1,1
165539,86016715,Tom Clancy's Ghost Recon Phantoms - EU,2.4,1
165541,86016715,Loadout,0.9,1
165543,83681553,Batman Arkham City GOTY,94.0,2
165545,83681553,Kerbal Space Program,92.0,2
165547,83681553,Middle-earth Shadow of Mordor,69.0,2
165549,83681553,The Witcher 2 Assassins of Kings Enhanced Edition,39.0,2
165551,83681553,Call of Duty Modern Warfare 3,32.0,2
165553,83681553,Wasteland 2,27.0,2
165555,83681553,War Thunder,25.0,2
165557,83681553,Plague Inc Evolved,9.8,1
165559,83681553,Marvel Heroes 2015,8.5,1
165561,83681553,Dota 2,8.4,1
165563,83681553,ARK Survival Evolved,7.0,1
165565,83681553,Team Fortress 2,4.0,1
165567,83681553,Call of Duty Modern Warfare 3 - Multiplayer,1.1,1
165572,186011357,Dota 2,54.0,2
165574,164733781,Dota 2,35.0,2
165576,196586255,Dota 2,417.0,3
165578,293587092,The Witcher 3 Wild Hunt,69.0,2
165580,293587092,Grand Theft Auto V,13.4,1
165582,293587092,Tomb Raider,12.0,1
165586,164643993,Dota 2,4462.0,5
165588,164643993,Robocraft,6.9,1
165590,139389564,Dota 2,1.1,1
165592,260149777,Dota 2,18.0,1
165594,294079146,Mitos.is The Game,0.4,1
165596,130882834,Dota 2,7765.0,5
165598,130882834,Counter-Strike Global Offensive,36.0,2
165600,130882834,EVGA PrecisionX 16,0.9,1
165605,168365851,Dota 2,1.6,1
165607,221775355,Unturned,28.0,2
165609,221775355,Spore,24.0,2
165611,221775355,Apotheon Arena,2.2,1
165613,221775355,Robocraft,0.6,1
165616,111422562,Dota 2,1543.0,5
165618,111422562,Killing Floor,132.0,3
165620,111422562,Grand Theft Auto V,127.0,3
165622,111422562,Dead Island,46.0,2
165624,111422562,Killing Floor 2,45.0,2
165626,111422562,The Walking Dead,17.9,1
165628,111422562,Dead Island Riptide,15.0,1
165630,111422562,How to Survive,13.2,1
165632,111422562,Quake Live,9.9,1
165634,111422562,The Walking Dead Season Two,9.5,1
165636,111422562,Dead Island Epidemic,3.2,1
165638,111422562,Left 4 Dead 2,1.5,1
165640,111422562,Grand Theft Auto IV,1.2,1
165642,111422562,Total War ROME II - Emperor Edition,0.6,1
165644,111422562,Cry of Fear,0.5,1
165646,111422562,Gotham City Impostors Free To Play,0.3,1
165648,111422562,Worms Armageddon,0.2,1
165650,111422562,Killing Floor Mod Defence Alliance 2,0.1,1
165655,266659008,Team Fortress 2,1.5,1
165657,3347312,Counter-Strike,0.8,1
165666,154425908,Broken Age,22.0,2
165668,154425908,Wasteland 1 - The Original Classic,6.3,1
165670,184519153,Unturned,3.1,1
165672,184519153,Team Fortress 2,3.0,1
165674,184519153,Dota 2,0.2,1
165677,258895899,UberStrike,5.3,1
165679,258895899,Unturned,1.8,1
165681,258895899,Rise of Incarnates,0.5,1
165683,258895899,Codename CURE,0.4,1
165687,179938717,Counter-Strike Global Offensive,14.5,1
165689,179938717,Dota 2,0.7,1
165692,141569027,Runestone Keeper,8.6,1
165694,141569027,Dota 2,3.6,1
165697,205919571,Dota 2,6.1,1
165699,84585204,Unreal Tournament 3 Black Edition,33.0,2
165701,84585204,Alien Swarm,11.2,1
165703,84585204,Aliens vs. Predator,0.8,1
165705,84585204,DiRT Showdown,0.6,1
165707,84585204,Unreal II The Awakening,0.6,1
165709,84585204,Unreal Tournament Game of the Year Edition,0.4,1
165711,84585204,Crysis 2 Maximum Edition,0.4,1
165713,84585204,Counter-Strike Global Offensive,0.3,1
165715,84585204,Unreal Gold,0.2,1
165717,84585204,Unreal Tournament 2004,0.2,1
165725,39061760,Team Fortress 2,494.0,3
165727,71888942,Max Payne 3,295.0,3
165729,71888942,Dark Souls Prepare to Die Edition,15.4,1
165731,71888942,Crysis 2 Maximum Edition,8.7,1
165733,71888942,FEZ,7.9,1
165735,71888942,FTL Faster Than Light,6.7,1
165737,71888942,Surgeon Simulator,5.9,1
165739,71888942,Red Faction Armageddon,0.6,1
165812,280969114,Team Fortress 2,92.0,2
165814,30739537,Counter-Strike,57.0,2
165816,30739537,Counter-Strike Condition Zero,0.5,1
165822,210212891,Dota 2,5.0,1
165824,76032287,Counter-Strike Global Offensive,1971.0,5
165826,76032287,Dota 2,896.0,4
165828,76032287,Counter-Strike,345.0,3
165830,76032287,Assassin's Creed III,57.0,2
165832,76032287,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,53.0,2
165834,76032287,Hitman Absolution,43.0,2
165836,76032287,Sniper Elite 3,23.0,2
165838,76032287,Counter-Strike Condition Zero,16.0,1
165840,76032287,Counter-Strike Condition Zero Deleted Scenes,14.9,1
165842,76032287,F.E.A.R. 3,13.7,1
165844,76032287,Half-Life Source,13.4,1
165846,76032287,Half-Life 2,4.6,1
165848,76032287,METAL GEAR SOLID V GROUND ZEROES,2.5,1
165850,76032287,Hitman Codename 47,0.4,1
165865,182589428,Counter-Strike Source,5.4,1
165868,21590667,Half-Life,0.4,1
165877,103604903,Dota 2,0.3,1
165879,58298928,Counter-Strike,119.0,3
165881,58298928,Counter-Strike Condition Zero,22.0,2
165883,58298928,Counter-Strike Condition Zero Deleted Scenes,7.0,1
165885,58298928,Day of Defeat,0.9,1
165887,58298928,Deathmatch Classic,0.2,1
165890,153148942,Dota 2,71.0,2
165892,153148942,Borderlands 2 RU,33.0,2
165894,153148942,Left 4 Dead 2,18.9,1
165896,153148942,Neverwinter,13.9,1
165898,153148942,PAYDAY 2,12.9,1
165900,153148942,Counter-Strike Global Offensive,9.1,1
165902,153148942,Unturned,2.8,1
165904,153148942,Garry's Mod,1.8,1
165906,153148942,Red Faction Guerrilla Steam Edition,1.6,1
165908,153148942,Orcs Must Die! 2,0.7,1
165910,153148942,Robocraft,0.6,1
165912,153148942,Spooky's House of Jump Scares,0.4,1
165914,153148942,Chivalry Medieval Warfare,0.4,1
165916,153148942,Trine 2,0.4,1
165918,153148942,Golden Rush,0.3,1
165920,153148942,No More Room in Hell,0.3,1
165922,153148942,Team Fortress 2,0.2,1
165924,153148942,The Witcher Enhanced Edition,0.2,1
165926,153148942,Painkiller Redemption,0.2,1
165928,153148942,Panzar,0.2,1
165930,153148942,Trove,0.1,1
165948,224940599,Dota 2,0.3,1
165950,60324268,Counter-Strike Condition Zero,1.6,1
165952,60324268,Counter-Strike,0.3,1
165971,24858005,Call of Duty Modern Warfare 2 - Multiplayer,228.0,3
165973,24858005,Call of Duty Black Ops - Multiplayer,147.0,3
165975,24858005,Call of Duty Black Ops,25.0,2
165977,24858005,Left 4 Dead,13.9,1
165979,24858005,Call of Duty Modern Warfare 2,7.1,1
165981,24858005,Alpha Prime,0.5,1
165983,24858005,Half-Life Source,0.2,1
165991,212369949,7 Days to Die,70.0,2
165993,298715051,Counter-Strike Global Offensive,62.0,2
165995,298715051,Unturned,1.1,1
165997,298715051,Crusaders of the Lost Idols,0.6,1
165999,298715051,AdVenture Capitalist,0.2,1
166010,14507290,Counter-Strike Global Offensive,310.0,3
166012,14507290,Counter-Strike Source,249.0,3
166014,14507290,DiRT 3,8.6,1
166016,14507290,The Secret of Monkey Island Special Edition,0.3,1
166018,14507290,Counter-Strike,0.3,1
166020,14507290,Counter-Strike Condition Zero,0.3,1
166027,99802512,Left 4 Dead 2,23.0,2
166029,99802512,Train Simulator,6.9,1
166033,227727537,Team Fortress 2,0.6,1
166035,160806303,Dota 2,0.2,1
166037,258553583,Dota 2,1.7,1
166040,144900175,Dota 2,1323.0,5
166042,152945749,Dota 2,825.0,4
166049,153281729,Dota 2,0.4,1
166051,285862168,Counter-Strike Global Offensive,8.5,1
166053,285862168,Robocraft,5.3,1
166055,285862168,Warframe,3.8,1
166057,285862168,Unturned,1.6,1
166059,182038346,Omerta - City of Gangsters,79.0,2
166065,212082446,Dota 2,1.9,1
166067,188026674,Unturned,0.4,1
166069,210411109,Dota 2,74.0,2
166074,188366796,Dota 2,555.0,4
166078,99575517,Dishonored (RU),5.9,1
166080,99575517,Aliens vs. Predator,1.3,1
166082,99575517,Order of War,0.6,1
166084,83497449,Counter-Strike Global Offensive,216.0,3
166086,83497449,Terraria,181.0,3
166088,83497449,Team Fortress 2,145.0,3
166090,83497449,Hero Siege,39.0,2
166092,83497449,Dragon Age Origins - Ultimate Edition,36.0,2
166094,83497449,Rogue Legacy,29.0,2
166096,83497449,Age of Empires III Complete Collection,24.0,2
166098,83497449,7 Days to Die,23.0,2
166100,83497449,DARK SOULS II,23.0,2
166102,83497449,Darksiders,15.9,1
166104,83497449,Dota 2,10.8,1
166106,83497449,Borderlands The Pre-Sequel,10.3,1
166108,83497449,Don't Starve Together Beta,10.1,1
166110,83497449,Orcs Must Die!,9.5,1
166112,83497449,Magicka,7.6,1
166114,83497449,Don't Starve,6.2,1
166116,83497449,Company of Heroes,4.6,1
166118,83497449,Grand Theft Auto IV,3.0,1
166120,83497449,Age of Empires II HD Edition,2.2,1
166122,83497449,Darksiders II,1.5,1
166124,83497449,Chivalry Medieval Warfare,0.4,1
166137,139016142,Counter-Strike Global Offensive,345.0,3
166139,139016142,Neverwinter,81.0,2
166141,139016142,Garry's Mod,68.0,2
166143,139016142,Borderlands 2,59.0,2
166145,139016142,Call of Duty Modern Warfare 2 - Multiplayer,57.0,2
166147,139016142,The Elder Scrolls V Skyrim,48.0,2
166149,139016142,SMITE,47.0,2
166151,139016142,Call of Duty Black Ops III,14.8,1
166153,139016142,Dead Island,8.9,1
166155,139016142,BattleBlock Theater,8.3,1
166157,139016142,Call of Duty Advanced Warfare - Multiplayer,8.0,1
166159,139016142,BioShock Infinite,7.8,1
166161,139016142,Half-Life 2,7.4,1
166163,139016142,Don't Starve Together Beta,5.6,1
166165,139016142,Dota 2,5.1,1
166167,139016142,Spore,4.1,1
166169,139016142,Terraria,2.3,1
166171,139016142,Half-Life,1.7,1
166173,139016142,The Binding of Isaac,1.5,1
166175,139016142,Team Fortress 2,0.5,1
166177,139016142,Chivalry Medieval Warfare,0.4,1
166192,218317467,PAYDAY 2,145.0,3
166194,218317467,Terraria,50.0,2
166196,218317467,Dead Island,50.0,2
166198,218317467,Sleeping Dogs Definitive Edition,39.0,2
166200,218317467,Torchlight II,30.0,2
166202,218317467,Just Cause,24.0,2
166204,218317467,Hitman Codename 47,12.3,1
166206,218317467,Middle-earth Shadow of Mordor,10.1,1
166208,218317467,XCOM Enemy Unknown,9.4,1
166210,218317467,Hitman 2 Silent Assassin,7.4,1
166212,218317467,Metro 2033 Redux,6.9,1
166214,218317467,Tomb Raider I,5.5,1
166216,218317467,The Witcher Enhanced Edition,5.4,1
166218,218317467,Kane & Lynch Dead Men,5.1,1
166220,218317467,Saints Row 2,1.6,1
166222,218317467,Star Wars The Force Unleashed Ultimate Sith Edition,1.3,1
166224,218317467,The Incredible Adventures of Van Helsing,0.8,1
166300,150793375,Dota 2,7.7,1
166302,93212858,The Elder Scrolls Online Tamriel Unlimited,17.7,1
166304,93212858,Dead Island,7.7,1
166306,93212858,Happy Wars,0.2,1
166311,202174504,Team Fortress 2,0.3,1
166324,50818751,Team Fortress 2,2030.0,5
166326,50818751,Dota 2,1603.0,5
166328,50818751,Assassin's Creed Revelations,328.0,3
166330,50818751,Evolve,249.0,3
166332,50818751,Call of Duty Modern Warfare 2 - Multiplayer,242.0,3
166334,50818751,Rising Storm/Red Orchestra 2 Multiplayer,195.0,3
166336,50818751,Left 4 Dead 2,181.0,3
166338,50818751,Counter-Strike,150.0,3
166340,50818751,Mortal Kombat X,150.0,3
166342,50818751,Killing Floor 2,136.0,3
166344,50818751,R.U.S.E,136.0,3
166346,50818751,Resident Evil 6 / Biohazard 6,113.0,3
166348,50818751,The Binding of Isaac,78.0,2
166350,50818751,Warhammer End Times - Vermintide,59.0,2
166352,50818751,The Binding of Isaac Rebirth,58.0,2
166354,50818751,Call of Duty Black Ops - Multiplayer,57.0,2
166356,50818751,Homefront,53.0,2
166358,50818751,Call of Duty Modern Warfare 3 - Multiplayer,51.0,2
166360,50818751,The Walking Dead,51.0,2
166362,50818751,Spiral Knights,50.0,2
166364,50818751,Aliens vs. Predator,49.0,2
166366,50818751,Call of Duty Modern Warfare 2,47.0,2
166368,50818751,Wings of Prey,46.0,2
166370,50818751,The Witcher 2 Assassins of Kings Enhanced Edition,41.0,2
166372,50818751,Sid Meier's Civilization V,40.0,2
166374,50818751,Dying Light,35.0,2
166376,50818751,Call of Duty Black Ops,34.0,2
166378,50818751,Portal 2,31.0,2
166380,50818751,Saints Row The Third,30.0,2
166382,50818751,Sonic Generations,29.0,2
166384,50818751,Dead Island,28.0,2
166386,50818751,Mafia II,25.0,2
166388,50818751,Bloody Good Time,25.0,2
166390,50818751,F.E.A.R. 3,25.0,2
166392,50818751,Just Cause 2,24.0,2
166394,50818751,Metro 2033,23.0,2
166396,50818751,Resident Evil Revelations / Biohazard Revelations,22.0,2
166398,50818751,Alien Swarm,18.3,1
166400,50818751,Call of Duty Black Ops II - Zombies,18.3,1
166402,50818751,Monday Night Combat,16.9,1
166404,50818751,The Darkness II,16.6,1
166406,50818751,AaAaAA!!! - A Reckless Disregard for Gravity,16.0,1
166408,50818751,Call of Duty Modern Warfare 3,15.2,1
166410,50818751,Fallout New Vegas,15.0,1
166412,50818751,RIFT,14.3,1
166414,50818751,Serious Sam 3 BFE,14.0,1
166416,50818751,Clive Barker's Jericho,12.1,1
166418,50818751,Defense Grid The Awakening,11.8,1
166420,50818751,Call of Duty Black Ops II - Multiplayer,11.6,1
166422,50818751,F.E.A.R. Online,9.9,1
166424,50818751,EVGA PrecisionX 16,9.1,1
166426,50818751,Cargo! - The quest for gravity,8.6,1
166428,50818751,Breach,8.3,1
166430,50818751,Amnesia The Dark Descent,8.2,1
166432,50818751,Killing Floor,7.5,1
166434,50818751,Mirror's Edge,7.1,1
166436,50818751,Trine 2,6.9,1
166438,50818751,Kane & Lynch 2 Dog Days,6.9,1
166440,50818751,Super Monday Night Combat,6.7,1
166442,50818751,Rock of Ages,6.4,1
166444,50818751,Left 4 Dead,6.3,1
166446,50818751,Worms Reloaded,6.1,1
166448,50818751,Shatter,6.1,1
166450,50818751,Magicka,6.0,1
166452,50818751,Resident Evil 5 / Biohazard 5,5.7,1
166454,50818751,BRINK,5.5,1
166456,50818751,Poker Night at the Inventory,5.4,1
166458,50818751,Chime,5.2,1
166460,50818751,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),5.0,1
166462,50818751,Counter-Strike Source,4.9,1
166464,50818751,Orcs Must Die!,4.6,1
166466,50818751,RUSH,4.6,1
166468,50818751,Audiosurf,4.5,1
166470,50818751,Serious Sam HD The First Encounter,3.9,1
166472,50818751,BIT.TRIP BEAT,3.7,1
166474,50818751,Super Meat Boy,3.5,1
166476,50818751,Total War SHOGUN 2,3.3,1
166478,50818751,Lead and Gold - Gangs of the Wild West,3.1,1
166480,50818751,Zombie Driver,2.8,1
166482,50818751,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2.7,1
166484,50818751,The Wonderful End of the World,2.7,1
166486,50818751,Empire Total War,2.5,1
166488,50818751,Flight Control HD,2.4,1
166490,50818751,Day of Defeat Source,2.0,1
166492,50818751,Dark Messiah of Might & Magic Multi-Player,1.9,1
166494,50818751,Crysis,1.9,1
166496,50818751,Garry's Mod,1.7,1
166498,50818751,BIT.TRIP RUNNER,1.7,1
166500,50818751,The Chronicles of Riddick Assault on Dark Athena,1.5,1
166502,50818751,Beat Hazard,1.5,1
166504,50818751,Half-Life 2,1.4,1
166506,50818751,SEGA Genesis & Mega Drive Classics,1.4,1
166508,50818751,The Ball,1.3,1
166510,50818751,Magic The Gathering - Duels of the Planeswalkers,1.3,1
166512,50818751,PAYDAY The Heist,1.2,1
166514,50818751,Section 8 Prejudice,1.2,1
166516,50818751,Osmos,1.1,1
166518,50818751,Painkiller Redemption,1.0,1
166520,50818751,Red Faction Armageddon,0.9,1
166522,50818751,Gotham City Impostors,0.9,1
166524,50818751,Cogs,0.8,1
166526,50818751,Foreign Legion Buckets of Blood,0.7,1
166528,50818751,Droplitz,0.7,1
166530,50818751,LIMBO,0.7,1
166532,50818751,Toki Tori,0.7,1
166534,50818751,Mount & Blade With Fire and Sword,0.7,1
166536,50818751,Quantum Conundrum,0.7,1
166538,50818751,Portal,0.7,1
166540,50818751,Zombie Panic Source,0.7,1
166542,50818751,The Polynomial,0.7,1
166544,50818751,Naval Warfare,0.6,1
166546,50818751,Renegade Ops,0.6,1
166548,50818751,Hydrophobia Prophecy,0.6,1
166550,50818751,RISK Factions,0.6,1
166552,50818751,PC Gamer,0.6,1
166554,50818751,VVVVVV,0.5,1
166556,50818751,The Cat and the Coup,0.5,1
166558,50818751,Terraria,0.5,1
166560,50818751,Braid,0.4,1
166562,50818751,And Yet It Moves,0.4,1
166564,50818751,Sanctum,0.4,1
166566,50818751,Bob Came in Pieces,0.3,1
166568,50818751,Crayon Physics Deluxe,0.3,1
166570,50818751,Borderlands,0.3,1
166572,50818751,Half-Life 2 Deathmatch,0.3,1
166574,50818751,Serious Sam The Random Encounter,0.2,1
166576,50818751,Alpha Protocol,0.2,1
166578,50818751,Serious Sam Classic The Second Encounter,0.2,1
166580,50818751,Quake III Arena,0.2,1
166582,50818751,Steel Storm Burning Retribution,0.2,1
166584,50818751,Source Filmmaker,0.2,1
166586,50818751,DOOM 3 Resurrection of Evil,0.2,1
166588,50818751,Haunted Memories,0.1,1
166590,50818751,Quake 4,0.1,1
166592,50818751,Killing Floor Mod Defence Alliance 2,0.1,1
166594,50818751,TRAUMA,0.1,1
166706,162086115,Dota 2,1.1,1
166708,65315657,Sid Meier's Civilization V,606.0,4
166710,65315657,XCOM Enemy Unknown,139.0,3
166712,65315657,Sid Meier's Civilization Beyond Earth,112.0,3
166714,65315657,Cities in Motion,65.0,2
166716,65315657,Cities Skylines,60.0,2
166718,65315657,Banished,44.0,2
166720,65315657,Sid Meier's Railroads!,42.0,2
166722,65315657,Darkest Dungeon,32.0,2
166724,65315657,Sid Meier's Starships,26.0,2
166726,65315657,RollerCoaster Tycoon 3 Platinum!,10.1,1
166728,65315657,Warmachine Tactics,9.8,1
166730,65315657,Portal,5.6,1
166732,65315657,Portal 2,3.7,1
166734,65315657,Cities in Motion 2,3.5,1
166736,65315657,Metro Last Light,2.6,1
166738,65315657,Goat Simulator,2.3,1
166740,65315657,Sunless Sea,1.9,1
166742,65315657,Home,1.9,1
166750,219822826,Counter-Strike Global Offensive,463.0,3
166752,219822826,PAYDAY 2,15.4,1
166754,219822826,The Forest,7.0,1
166756,219822826,Dota 2,0.5,1
166760,115784259,Call of Duty Modern Warfare 2 - Multiplayer,1.6,1
166762,115784259,Arma 3,1.2,1
166764,115784259,Call of Duty Modern Warfare 3 - Multiplayer,1.2,1
166766,115784259,Call of Duty Modern Warfare 2,0.7,1
166768,115784259,Arma 2 Operation Arrowhead,0.2,1
166770,115784259,Call of Duty Modern Warfare 3,0.2,1
166779,74021124,Call of Duty Black Ops,9.0,1
166781,74021124,Sniper Ghost Warrior,4.4,1
166783,74021124,Call of Duty Black Ops - Multiplayer,2.8,1
166785,240482294,Dota 2,1.5,1
166791,198621754,Dota 2,5.7,1
166793,118301896,Blood Bowl Chaos Edition,12.3,1
166795,292989657,Dota 2,0.7,1
166797,236188947,Grand Theft Auto V,147.0,3
166799,236188947,Soccer Manager 2015,0.3,1
166803,308925132,Dota 2,3.8,1
166805,125595162,Chivalry Medieval Warfare,0.3,1
166808,82156706,Arma 2 Operation Arrowhead,140.0,3
166810,82156706,Rust,120.0,3
166812,82156706,Chivalry Medieval Warfare,119.0,3
166814,82156706,Team Fortress 2,44.0,2
166816,82156706,Arma 2 DayZ Mod,26.0,2
166818,82156706,Left 4 Dead 2,17.2,1
166820,82156706,PAYDAY The Heist,11.8,1
166822,82156706,Grand Theft Auto IV,9.8,1
166824,82156706,Just Cause 2,9.7,1
166826,82156706,Star Wars - Battlefront II,7.7,1
166828,82156706,Garry's Mod,1.2,1
166830,82156706,Arma 2 Operation Arrowhead Beta (Obsolete),1.0,1
166832,82156706,Just Cause 2 Multiplayer Mod,0.7,1
166834,82156706,Defiance,0.6,1
166836,82156706,Nation Red,0.3,1
166838,82156706,Arma 2,0.1,1
166848,30434868,Race The WTCC Game,0.6,1
166850,192822732,Dota 2,0.2,1
166852,28041586,Counter-Strike,689.0,4
166854,28041586,Counter-Strike Condition Zero Deleted Scenes,2.3,1
166856,28041586,Counter-Strike Condition Zero,0.1,1
166858,176414861,Dota 2,1746.0,5
166860,176414861,Archeblade,1.9,1
166862,176414861,Survarium,0.5,1
166864,12673872,Half-Life 2,0.4,1
166885,59925638,Borderlands 2,633.0,4
166887,59925638,Dishonored,308.0,3
166889,59925638,RAGE,264.0,3
166891,59925638,Borderlands The Pre-Sequel,254.0,3
166893,59925638,Just Cause 2,251.0,3
166895,59925638,Metro 2033,244.0,3
166897,59925638,Deus Ex Human Revolution,206.0,3
166899,59925638,Tom Clancy's Splinter Cell Conviction,203.0,3
166901,59925638,Call of Duty Modern Warfare 2 - Multiplayer,190.0,3
166903,59925638,PROTOTYPE 2,180.0,3
166905,59925638,Metro Last Light,168.0,3
166907,59925638,Far Cry 4,161.0,3
166909,59925638,Call of Duty Modern Warfare 2,157.0,3
166911,59925638,Fallout 4,135.0,3
166913,59925638,Team Fortress 2,128.0,3
166915,59925638,Sid Meier's Civilization Beyond Earth,116.0,3
166917,59925638,Middle-earth Shadow of Mordor,109.0,3
166919,59925638,Prototype,86.0,2
166921,59925638,Borderlands,83.0,2
166923,59925638,Fallout New Vegas,74.0,2
166925,59925638,Far Cry 2,64.0,2
166927,59925638,Crysis 2,61.0,2
166929,59925638,Call of Duty Black Ops - Multiplayer,61.0,2
166931,59925638,Bulletstorm,56.0,2
166933,59925638,F.E.A.R. 3,49.0,2
166935,59925638,Portal 2,48.0,2
166937,59925638,Thief,48.0,2
166939,59925638,Mad Max,41.0,2
166941,59925638,Call of Duty Modern Warfare 3,39.0,2
166943,59925638,Metro Last Light Redux,37.0,2
166945,59925638,Transformers War for Cybertron,37.0,2
166947,59925638,Evolve,35.0,2
166949,59925638,Aliens vs. Predator,35.0,2
166951,59925638,Mafia II,34.0,2
166953,59925638,Plague Inc Evolved,30.0,2
166955,59925638,Sid Meier's Starships,28.0,2
166957,59925638,Call of Duty Modern Warfare 3 - Multiplayer,28.0,2
166959,59925638,Call of Duty Black Ops,27.0,2
166961,59925638,Metro 2033 Redux,26.0,2
166963,59925638,BRINK,23.0,2
166965,59925638,Game Dev Tycoon,22.0,2
166967,59925638,Crysis,17.0,1
166969,59925638,Singularity,16.1,1
166971,59925638,Deus Ex Human Revolution - The Missing Link,15.9,1
166973,59925638,Sniper Ghost Warrior,15.7,1
166975,59925638,Call of Duty Black Ops II - Multiplayer,14.5,1
166977,59925638,Far Cry,13.5,1
166979,59925638,Assassins Creed Unity,12.9,1
166981,59925638,F.E.A.R. 2 Project Origin,10.9,1
166983,59925638,Serious Sam 3 BFE,10.1,1
166985,59925638,The Darkness II,8.3,1
166987,59925638,Portal,8.2,1
166989,59925638,Just Cause 3,8.1,1
166991,59925638,Tales from the Borderlands,7.9,1
166993,59925638,Call of Duty 2,7.2,1
166995,59925638,Tom Clancy's H.A.W.X. 2,7.1,1
166997,59925638,F.E.A.R.,7.0,1
166999,59925638,Sid Meier's Civilization V,6.9,1
167001,59925638,Crysis 2 Maximum Edition,6.5,1
167003,59925638,F.E.A.R. Perseus Mandate,6.4,1
167005,59925638,Call of Duty 4 Modern Warfare,5.9,1
167007,59925638,Blazing Angels 2 Secret Missions of WWII,5.6,1
167009,59925638,Call of Duty Advanced Warfare,5.5,1
167011,59925638,Battlefield Bad Company 2,5.1,1
167013,59925638,Poker Night 2,4.9,1
167015,59925638,Call of Duty Ghosts,4.6,1
167017,59925638,Crysis Warhead,4.5,1
167019,59925638,Serious Sam HD The Second Encounter,4.4,1
167021,59925638,Tom Clancy's H.A.W.X.,4.3,1
167023,59925638,F.E.A.R. Extraction Point,4.1,1
167025,59925638,Call of Duty World at War,4.1,1
167027,59925638,Call of Duty Black Ops II,2.9,1
167029,59925638,Frontlines Fuel of War,2.6,1
167031,59925638,Tom Clancy's Ghost Recon Phantoms - EU,1.8,1
167033,59925638,APB Reloaded,1.7,1
167035,59925638,Counter-Strike Source,1.4,1
167037,59925638,Battlefield 2,1.3,1
167039,59925638,Universe Sandbox ,1.3,1
167041,59925638,Call of Juarez The Cartel,1.2,1
167043,59925638,Homefront,1.2,1
167045,59925638,Alien Swarm,1.0,1
167047,59925638,PlanetSide 2,1.0,1
167049,59925638,Tom Clancy's Splinter Cell Chaos Theory,0.9,1
167051,59925638,Styx Master of Shadows,0.9,1
167053,59925638,Call of Duty Ghosts - Multiplayer,0.8,1
167055,59925638,Tom Clancy's H.A.W.X. 2,0.3,1
167057,59925638,Call of Duty Black Ops II - Zombies,0.2,1
167059,59925638,Call of Duty,0.1,1
167061,59925638,Call of Duty United Offensive,0.1,1
167112,244758115,Warframe,5.8,1
167114,75997012,Rising Storm/Red Orchestra 2 Multiplayer,2.2,1
167117,209025362,Dota 2,9.4,1
167120,185247516,Dota 2,0.1,1
167122,220733923,Team Fortress 2,1.4,1
167159,262445620,Blacklight Retribution,0.2,1
167161,115311682,Football Manager 2013,143.0,3
167163,97551807,Dota 2,1.0,1
167165,97551807,Gotham City Impostors Free To Play,0.9,1
167167,298272852,Counter-Strike Nexon Zombies,0.3,1
167169,133680143,Sid Meier's Civilization IV,43.0,2
167171,133680143,"Cook, Serve, Delicious!",9.1,1
167173,133680143,Castaway Paradise,6.8,1
167175,133680143,Kingdom Tales 2,5.2,1
167177,133680143,Viridi,1.4,1
167179,133680143,Emily is Away,0.8,1
167181,133680143,Hello Kitty and Sanrio Friends Racing,0.6,1
167186,106247569,Counter-Strike Source,35.0,2
167189,68414134,Alien Swarm,0.3,1
167191,112700700,Dota 2,5.5,1
167193,11807754,Left 4 Dead 2,576.0,4
167195,11807754,Borderlands 2,317.0,3
167197,11807754,Left 4 Dead,202.0,3
167199,11807754,Dota 2,63.0,2
167201,11807754,Battlefield Bad Company 2,38.0,2
167203,11807754,Portal 2,29.0,2
167205,11807754,Tomb Raider,21.0,2
167207,11807754,Counter-Strike Source,11.5,1
167209,11807754,Metro Last Light,6.6,1
167211,11807754,Grand Theft Auto IV,4.6,1
167213,11807754,Alien Swarm,4.1,1
167215,11807754,Sid Meier's Civilization V,3.7,1
167217,11807754,Team Fortress 2,0.6,1
167219,11807754,Borderlands,0.6,1
167221,11807754,Half-Life 2,0.6,1
167223,11807754,Half-Life 2 Lost Coast,0.3,1
167225,11807754,Half-Life 2 Deathmatch,0.2,1
167232,301656813,Team Fortress 2,8.4,1
167234,189692974,Unturned,1.1,1
167236,59784301,Half-Life 2 Lost Coast,0.5,1
